Allele_1,Allele_2,Family_1,Family_2,Stability_Score
HLA-DPB1*03,TRDV2*02,HLA,TCR,0.01
IGKV1-6*01,IGHV3-30*02,IG,IG,0.01
HLA-B*13,CYP2A6*28,HLA,CYP,0.01
MICB*008,IGHV5-10-1*03,HLA,IG,0.01
KIR3DS1*013,IGHV1-3*03,KIR,IG,0.01
IGKV1-6*01,IGHV1-69*05,IG,IG,0.01
MICB*008,IGHV1-2*05,HLA,IG,0.01
MICB*008,IGHV4-59*11,HLA,IG,0.01
CYP2C19*10,TRAV38-1*01,CYP,TCR,0.01
CYP2C19*10,IGHV4-39*07,CYP,IG,0.01
IGKV1-6*01,TRAJ32*01,IG,TCR,0.01
KIR2DP1*031,TRAV9-2*02,KIR,TCR,0.01
KIR2DP1*001,CYP2D6*141,KIR,CYP,0.01
IGKV3-7*04,IGLV2-18*01,IG,IG,0.01
KIR3DL2*126,TRBV30*01,KIR,TCR,0.01
KIR3DL2*126,TRAV35*03,KIR,TCR,0.01
KIR3DL2*002,IGHV1-69*01,KIR,IG,0.01
SLCO1B1*45,TRAJ32*01,CYP,TCR,0.01
KIR3DL2*002,IGLJ3*01,KIR,IG,0.01
KIR3DL2*002,IGHV1-2*05,KIR,IG,0.01
SLCO1B1*45,TRAV8-7*01,CYP,TCR,0.01
IGKV3-7*04,IGHV3-13*04,IG,IG,0.01
HLA-B*07,TRGV2*02,HLA,TCR,0.01
CYP2C9*3,IGLV5-45*02,CYP,IG,0.01
HLA-B*07,IGLV11-55*01,HLA,IG,0.01
HLA-DRB1*08,IGHV7-4-1*02,HLA,IG,0.01
IGKV1-5*03,IGHV3-15*09,IG,IG,0.01
KIR2DS4*006,TRAV8-7*01,KIR,TCR,0.01
KIR2DS4*006,IGHV3-66*02,KIR,IG,0.01
SLCO1B1*37,IGHV3-38*03,CYP,IG,0.01
IGKV1-5*03,IGHV1-69*05,IG,IG,0.01
SLCO1B1*37,IGHV1-46*03,CYP,IG,0.01
HLA-DRB1*08,HLA-C*12,HLA,HLA,0.01
HLA-DRB1*08,HLA-A*23,HLA,HLA,0.01
KIR3DL2*010,TRBV2*01,KIR,TCR,0.01
IGKV1-5*03,TRAV12-2*01,IG,TCR,0.01
HLA-DRB1*08,SLCO1B1*20,HLA,CYP,0.01
IGKV1-5*03,TRAV12-2*02,IG,TCR,0.01
HLA-B*07,IGLV11-55*02,HLA,IG,0.01
HLA-DRB1*08,IGKV1D-8*01,HLA,IG,0.01
HLA-DRB1*08,IGKV3D-7*01,HLA,IG,0.01
IGKV1-5*03,TRAV20*02,IG,TCR,0.01
HLA-DRB1*08,IGHD3-3*02,HLA,IG,0.01
KIR3DS1*013,TRAJ47*02,KIR,TCR,0.01
HLA-DRB1*08,IGHV1-69*05,HLA,IG,0.01
KIR3DS1*013,IGHV1-69*10,KIR,IG,0.01
HLA-T*02,IGHV5-10-1*03,HLA,IG,0.01
HLA-B*07,NUDT15*18,HLA,CYP,0.01
HLA-B*07,CYP4F2*4,HLA,CYP,0.01
CYP2C9*3,IGHV2-70*20,CYP,IG,0.01
KIR2DL4*049,TRAV13-1*02,KIR,TCR,0.01
KIR2DL4*049,TRAV12-2*02,KIR,TCR,0.01
HLA-C*15,CYP2C19*1,HLA,CYP,0.01
KIR2DL4*049,TRAV8-4*03,KIR,TCR,0.01
SLCO1B1*45,NAT2*1,CYP,CYP,0.01
KIR2DL3*001,TRGV5*01,KIR,TCR,0.01
KIR2DS5*002,KIR3DL2*009,KIR,KIR,0.01
KIR2DS5*002,IGLJ1*01,KIR,IG,0.01
KIR2DS5*002,TRAV12-2*01,KIR,TCR,0.01
KIR2DL3*001,IGHV3-64*07,KIR,IG,0.01
KIR2DS3*001,CYP2C9*82,KIR,CYP,0.01
KIR2DS3*001,IGKV1D-8*01,KIR,IG,0.01
KIR2DL5A*001,IGHD2-2*01,KIR,IG,0.01
CYP2C9*34,IGHV1-69D*01,CYP,IG,0.01
KIR3DL2*010,KIR3DL1*007,KIR,KIR,0.01
IGKV1-8*01,IGHV5-51*03,IG,IG,0.01
KIR2DS4*010,IGHV1-69-2*01,KIR,IG,0.01
CYP2C9*34,IGHV3-13*05,CYP,IG,0.01
KIR2DS4*010,TRAJ24*02,KIR,TCR,0.01
NAT2*6,TRBV7-7*01,CYP,TCR,0.01
KIR3DL1*005,IGHV5-10-1*03,KIR,IG,0.01
KIR3DL1*005,IGHV7-40*03,KIR,IG,0.01
KIR3DL1*005,IGKV2-24*01,KIR,IG,0.01
KIR3DL1*005,IGKV2D-26*03,KIR,IG,0.01
KIR3DL1*005,IGHV1-69-2*01,KIR,IG,0.01
KIR3DL1*005,TRBV30*01,KIR,TCR,0.01
KIR3DL1*005,TRBV30*03,KIR,TCR,0.01
KIR3DL3*009,KIR3DL2*009,KIR,KIR,0.01
CYP4F2*3,IGHV4-4*10,CYP,IG,0.01
SLCO1B1*45,IGHV3-29*01,CYP,IG,0.01
SLCO1B1*45,IGHV8-51-1*02,CYP,IG,0.01
IGKV1-8*01,IGHV2-70D*04,IG,IG,0.01
KIR2DS4*001,TRAV8-7*02,KIR,TCR,0.01
KIR2DL4*049,TRAV27*01,KIR,TCR,0.01
KIR2DL4*001,CYP2A6*1,KIR,CYP,0.01
KIR2DL4*001,IGKV4-1*01,KIR,IG,0.01
SLCO1B1*45,TRAV8-7*02,CYP,TCR,0.01
KIR2DS4*001,KIR2DL1*002,KIR,KIR,0.01
KIR2DS4*001,CYP2C9*11,KIR,CYP,0.01
KIR2DS4*001,IGLV2-23*02,KIR,IG,0.01
KIR2DS4*001,IGHV3-53*06,KIR,IG,0.01
KIR2DS4*001,IGHV2-26*02,KIR,IG,0.01
KIR2DS4*001,IGHV4-28*06,KIR,IG,0.01
KIR2DS4*001,IGHV3-30*02,KIR,IG,0.01
KIR2DS4*001,TRBV10-1*01,KIR,TCR,0.01
KIR2DS3*001,IGHV3-16*02,KIR,IG,0.01
KIR2DS4*001,TRBV15*02,KIR,TCR,0.01
KIR2DS4*001,TRBV17*02,KIR,TCR,0.01
KIR2DS3*001,IGHV4-31*03,KIR,IG,0.01
KIR2DS4*001,TRBV10-1*02,KIR,TCR,0.01
KIR2DS4*001,TRBV30*04,KIR,TCR,0.01
IGKV1-8*01,IGLV9-49*01,IG,IG,0.01
KIR2DL5B*002,TRBV7-7*02,KIR,TCR,0.01
SLCO1B1*45,TRAV9-2*01,CYP,TCR,0.01
SLCO1B1*45,IGHV4-59*11,CYP,IG,0.01
KIR3DL3*100,IGLV2-23*03,KIR,IG,0.01
KIR2DS1*002,IGHV3-69-1*02,KIR,IG,0.01
HLA-C*15,CYP2C8*1,HLA,CYP,0.01
HLA-C*08,IGHV3-11*04,HLA,IG,0.01
HLA-B*13,CYP2A6*46,HLA,CYP,0.01
HLA-B*51,IGKV3-7*05,HLA,IG,0.01
IGKV2-4*01,IGLJ7*01,IG,IG,0.01
IGKV2-4*01,IGLV1-47*02,IG,IG,0.01
HLA-A*11,HLA-C*06,HLA,HLA,0.01
HLA-A*11,KIR3DL2*009,HLA,KIR,0.01
HLA-A*11,CYP2D6*132,HLA,CYP,0.01
IGKV2-4*01,IGHV5-51*03,IG,IG,0.01
HLA-A*11,TRAV8-7*02,HLA,TCR,0.01
IGKV2-4*01,IGKV1-5*04,IG,IG,0.01
HLA-DPA1*01,IGHV3-13*01,HLA,IG,0.01
HLA-DQA1*03,CYP2A6*48,HLA,CYP,0.01
HLA-DQA1*03,IGHV3-69-1*01,HLA,IG,0.01
HLA-DPA2*02,CYP2A13*1,HLA,CYP,0.01
HLA-DPA2*02,NAT2*4,HLA,CYP,0.01
HLA-DPA2*02,IGHV2-70*01,HLA,IG,0.01
KIR2DL1*002,IGLJ2*01,KIR,IG,0.01
MICA*004,CYP4F2*5,HLA,CYP,0.01
MICA*004,IGHV3-7*01,HLA,IG,0.01
MICA*004,IGKV1-8*01,HLA,IG,0.01
KIR2DL1*002,IGKV1-6*01,KIR,IG,0.01
CYP2C9*2,IGKV1-5*01,CYP,IG,0.01
MICA*004,TRBJ2-7*01,HLA,TCR,0.01
CYP2C9*2,IGLV2-14*03,CYP,IG,0.01
HLA-B*51,IGHV3-7*01,HLA,IG,0.01
HLA-B*51,IGHV1-18*01,HLA,IG,0.01
HLA-B*51,IGHV3-66*04,HLA,IG,0.01
CYP2C8*3,TRBV30*04,CYP,TCR,0.01
HLA-DRB3*03,IGHV3-20*04,HLA,IG,0.01
HLA-DRB3*03,IGHV1-2*02,HLA,IG,0.01
HLA-DQB1*02,KIR3DP1*003,HLA,KIR,0.01
IGKV7-3*01,IGHV5-51*03,IG,IG,0.01
HLA-DQA1*02,IGHV3-15*09,HLA,IG,0.01
NAT2*14,TRBV19*01,CYP,TCR,0.01
HLA-DQA1*02,IGHD2-2*01,HLA,IG,0.01
HLA-DQA1*02,TRBV6-6*02,HLA,TCR,0.01
KIR3DL2*001,IGLV1-47*02,KIR,IG,0.01
NAT2*14,TRBV15*02,CYP,TCR,0.01
IGKV2-4*01,IGKV1-13*02,IG,IG,0.01
NAT2*14,IGHV4-4*10,CYP,IG,0.01
HLA-DQB1*02,HLA-DRB1*04,HLA,HLA,0.01
HLA-DQB1*02,KIR2DS4*001,HLA,KIR,0.01
HLA-DQB1*02,NAT2*4,HLA,CYP,0.01
HLA-DRB1*13,NAT2*14,HLA,CYP,0.01
IGKV2-4*01,IGLV5-48*01,IG,IG,0.01
HLA-DQB1*02,IGHV2-70*01,HLA,IG,0.01
HLA-DQB1*02,IGKV3D-15*03,HLA,IG,0.01
HLA-DQB1*02,IGHV3-66*04,HLA,IG,0.01
HLA-DQB1*02,IGHV2-70*15,HLA,IG,0.01
HLA-DQB1*02,TRBV17*02,HLA,TCR,0.01
CYP2D6*132,TRBJ2-6*01,CYP,TCR,0.01
IGKV2-4*01,IGLV3-9*01,IG,IG,0.01
HLA-S*01,KIR2DL3*006,HLA,KIR,0.01
KIR3DL1*015,IGLV1-41*02,KIR,IG,0.01
HLA-S*01,TRAV38-1*01,HLA,TCR,0.01
KIR2DP1*002,TRAJ37*02,KIR,TCR,0.01
HLA-B*51,IGHV5-10-1*01,HLA,IG,0.01
HLA-DRB1*03,IGKV3D-20*01,HLA,IG,0.01
HLA-A*03,MICA*008,HLA,HLA,0.01
HLA-DPB1*05,IGLV3-1*01,HLA,IG,0.01
HLA-DPB1*05,IGLV3-21*03,HLA,IG,0.01
KIR3DL3*004,IGKV1D-12*01,KIR,IG,0.01
KIR3DL3*004,IGKV1-37*01,KIR,IG,0.01
CYP2A6*9,CYP2D6*132,CYP,CYP,0.01
IGKV2-4*01,TRAV8-2*03,IG,TCR,0.01
HLA-DQB1*04,IGHV5-10-1*01,HLA,IG,0.01
HLA-C*06,HLA-B*07,HLA,HLA,0.01
CYP2C19*38,IGHD6-25*01,CYP,IG,0.01
HLA-C*06,IGLV6-57*02,HLA,IG,0.01
HLA-C*06,IGLV1-47*01,HLA,IG,0.01
IGKV1-5*03,IGHV4-31*13,IG,IG,0.01
KIR3DL3*004,SLCO1B1*45,KIR,CYP,0.01
HLA-C*06,IGHV5-10-1*01,HLA,IG,0.01
HLA-C*06,TRAV27*01,HLA,TCR,0.01
HLA-A*68,HLA-B*18,HLA,HLA,0.01
CYP2C19*38,IGLV5-45*02,CYP,IG,0.01
HLA-A*68,IGHV4-59*13,HLA,IG,0.01
IGKV1-5*03,IGHV1-69*06,IG,IG,0.01
HLA-B*35,IGHV3-66*04,HLA,IG,0.01
CYP2C19*38,IGHV5-10-1*03,CYP,IG,0.01
IGKV1-5*03,IGLV5-45*03,IG,IG,0.01
HLA-W*03,TRGV2*02,HLA,TCR,0.01
HLA-W*03,TRBV30*04,HLA,TCR,0.01
IGKV1-5*03,IGHV5-51*03,IG,IG,0.01
CYP2A13*2,TRAV8-7*01,CYP,TCR,0.01
HLA-C*05,IGLJ1*01,HLA,IG,0.01
HLA-C*05,NAT2*6,HLA,CYP,0.01
HLA-DRB1*01,CYP2C9*34,HLA,CYP,0.01
KIR2DP1*002,IGHV2-26*02,KIR,IG,0.01
HLA-A*03,IGHV1-45*03,HLA,IG,0.01
IGKV2-4*01,IGHD1-14*01,IG,IG,0.01
HLA-P*02,IGKV3-7*04,HLA,IG,0.01
MICA*008,TRAV20*01,HLA,TCR,0.01
HLA-B*40,CYP2A6*48,HLA,CYP,0.01
HLA-B*40,IGHV1-69D*01,HLA,IG,0.01
HLA-B*40,IGKV1-16*02,HLA,IG,0.01
HLA-A*02,CYP2A6*28,HLA,CYP,0.01
HLA-A*02,IGKV1-17*01,HLA,IG,0.01
KIR2DP1*002,IGHV2-5*01,KIR,IG,0.01
HLA-DRB1*01,IGKJ2*01,HLA,IG,0.01
HLA-C*05,KIR3DS1*055,HLA,KIR,0.01
KIR2DP1*002,IGLV2-23*03,KIR,IG,0.01
IGKV2-4*01,IGHV3-23*03,IG,IG,0.01
KIR2DP1*002,IGKV1-27*01,KIR,IG,0.01
HLA-DRB1*04,TRAV8-7*02,HLA,TCR,0.01
HLA-C*01,HLA-DRB1*11,HLA,HLA,0.01
HLA-C*01,KIR3DL2*009,HLA,KIR,0.01
IGKV2-4*01,TRAV8-2*01,IG,TCR,0.01
HLA-C*01,CYP2A6*28,HLA,CYP,0.01
IGKV2-4*01,TRAV12-2*02,IG,TCR,0.01
HLA-C*01,TRAV38-1*01,HLA,TCR,0.01
HLA-C*01,TRBV7-2*02,HLA,TCR,0.01
KIR3DL3*009,IGHV7-4-1*02,KIR,IG,0.01
KIR3DL3*009,IGKV1D-16*02,KIR,IG,0.01
KIR3DL3*009,IGKV1D-13*02,KIR,IG,0.01
MICB*008,IGLV2-23*04,HLA,IG,0.01
HLA-A*26,IGKV2D-30*01,HLA,IG,0.01
HLA-A*26,IGHV3-66*03,HLA,IG,0.01
HLA-A*26,IGHD3-10*01,HLA,IG,0.01
IGKV1-13*02,TRBV20-1*05,IG,TCR,0.01
NAT2*4,IGHV1-2*02,CYP,IG,0.01
NAT2*4,IGHV3-13*05,CYP,IG,0.01
NAT2*4,IGHV1-69*01,CYP,IG,0.01
NAT2*4,IGHV3-73*02,CYP,IG,0.01
HLA-DRB3*01,TRBV15*02,HLA,TCR,0.01
NAT2*4,IGLV2-23*03,CYP,IG,0.01
NAT2*4,IGHV2-70D*04,CYP,IG,0.01
HLA-DRB3*01,IGHV1-69D*05,HLA,IG,0.01
HLA-DRB3*01,IGHV1-69D*01,HLA,IG,0.01
IGKV3-15*01,IGLV7-46*02,IG,IG,0.01
MICB*008,TRAV6*01,HLA,TCR,0.01
CYP2B6*1,IGHV3-20*04,CYP,IG,0.01
MICB*008,TRBV7-7*02,HLA,TCR,0.01
CYP4F2*3,IGKV2D-24*01,CYP,IG,0.01
IGKV3-15*01,IGHV4-39*07,IG,IG,0.01
NAT2*6,IGKV1-27*01,CYP,IG,0.01
IGKV3-15*01,IGHV1-68*04,IG,IG,0.01
NAT2*5,IGHV1-18*04,CYP,IG,0.01
MICB*008,TRAV38-1*01,HLA,TCR,0.01
MICB*008,IGHV4-28*06,HLA,IG,0.01
MICB*008,IGHJ6*03,HLA,IG,0.01
HLA-A*26,IGKV1-5*01,HLA,IG,0.01
HLA-A*26,IGHV2-5*01,HLA,IG,0.01
CYP2B6*17,TRAV8-3*02,CYP,TCR,0.01
CYP2A6*54,IGKV1-13*01,CYP,IG,0.01
CYP3A5*3,IGHD3-9*01,CYP,IG,0.01
IGKV1-13*02,TRAV12-2*02,IG,TCR,0.01
CYP3A5*3,IGKV3-7*05,CYP,IG,0.01
CYP3A5*3,IGHV2-70*10,CYP,IG,0.01
HLA-A*29,IGLV7-46*02,HLA,IG,0.01
CYP4F2*1,IGHV3-7*01,CYP,IG,0.01
CYP4F2*1,IGHV4-31*13,CYP,IG,0.01
CYP4F2*1,TRAV20*02,CYP,TCR,0.01
CYP4F2*1,TRDV3*01,CYP,TCR,0.01
CYP2A6*1,IGKV1D-16*02,CYP,IG,0.01
CYP2A6*1,IGKV1D-13*02,CYP,IG,0.01
HLA-A*29,IGHD3-9*01,HLA,IG,0.01
CYP2B6*17,IGKV3-15*01,CYP,IG,0.01
HLA-B*18,IGHV3-71*04,HLA,IG,0.01
CYP2A6*54,TRAV8-2*01,CYP,TCR,0.01
CYP2C9*1,TRAV26-1*02,CYP,TCR,0.01
CYP2C9*1,TRAV26-1*01,CYP,TCR,0.01
NUDT15*18,TRBV30*04,CYP,TCR,0.01
CYP2C8*1,IGHV1-2*02,CYP,IG,0.01
CYP2C8*1,IGHJ6*03,CYP,IG,0.01
HLA-B*18,IGKV1-27*01,HLA,IG,0.01
CYP2C8*1,IGHD6-25*01,CYP,IG,0.01
NUDT15*18,IGKV1-5*01,CYP,IG,0.01
CYP2C8*1,TRAV12-2*01,CYP,TCR,0.01
IGKV3-15*01,IGHV3-63*03,IG,IG,0.01
CYP2B6*5,TRBV10-1*01,CYP,TCR,0.01
KIR3DL3*100,IGKV1-6*01,KIR,IG,0.01
CYP2D6*2,CYP2A6*9,CYP,CYP,0.01
CYP2D6*132,IGKV1D-8*02,CYP,IG,0.01
CYP2D6*132,IGKV1-6*02,CYP,IG,0.01
CYP2D6*132,IGHV3-11*05,CYP,IG,0.01
CYP2D6*132,IGHV4-34*13,CYP,IG,0.01
CYP2D6*132,IGKV2-29*03,CYP,IG,0.01
CYP2D6*132,IGHV6-1*03,CYP,IG,0.01
CYP3A5*1,TRAV35*03,CYP,TCR,0.01
CYP3A5*1,TRBV7-9*03,CYP,TCR,0.01
HLA-B*13,IGLJ1*01,HLA,IG,0.01
CYP3A5*1,IGKV3-7*05,CYP,IG,0.01
HLA-B*13,IGKV1-8*01,HLA,IG,0.01
CYP4F2*5,TRAV27*03,CYP,TCR,0.01
CYP2A6*28,IGLV3-21*04,CYP,IG,0.01
CYP2A6*28,IGHV3-30*04,CYP,IG,0.01
CYP3A5*1,IGHV1-2*04,CYP,IG,0.01
IGKV1-16*02,IGHV3-23*03,IG,IG,0.01
CYP2D6*141,IGHV3-33*05,CYP,IG,0.01
IGKV1-16*02,IGHV4-59*11,IG,IG,0.01
CYP2B6*2,IGKV3-15*01,CYP,IG,0.01
NAT2*7,TRDV2*03,CYP,TCR,0.01
CYP3A5*1,IGKV1-12*02,CYP,IG,0.01
CYP3A4*20,IGHV3-64*02,CYP,IG,0.01
CYP2A6*24,IGHV3-43*01,CYP,IG,0.01
IGKV1-16*02,IGLV10-54*05,IG,IG,0.01
CYP2A6*24,IGHV3-43*02,CYP,IG,0.01
HLA-B*13,IGHJ3*02,HLA,IG,0.01
CYP2D6*132,IGLV5-45*01,CYP,IG,0.01
CYP2D6*132,IGKV3D-15*02,CYP,IG,0.01
CYP2A6*9,IGHV3-74*01,CYP,IG,0.01
IGKV3-15*01,IGHV3-13*06,IG,IG,0.01
MICB*008,KIR3DL1*007,HLA,KIR,0.01
MICB*008,KIR2DL4*006,HLA,KIR,0.01
IGKV3-15*01,TRAJ24*02,IG,TCR,0.01
IGKV3-15*01,TRAV9-2*03,IG,TCR,0.01
IGKV3-15*01,TRBV24-1*01,IG,TCR,0.01
CYP2C9*3,IGKV3D-20*01,CYP,IG,0.01
CYP2A6*46,IGLV4-3*01,CYP,IG,0.01
CYP4F2*1,IGKV3-20*01,CYP,IG,0.01
SLCO1B1*37,IGHV3-19*02,CYP,IG,0.01
CYP2C19*38,IGKV5-2*02,CYP,IG,0.01
CYP4F2*1,IGKV2-18*01,CYP,IG,0.01
HLA-B*13,IGKV1-27*02,HLA,IG,0.01
CYP2A13*2,TRAV20*01,CYP,TCR,0.01
CYP2C9*82,IGKV1-5*04,CYP,IG,0.01
IGKV1-16*02,IGHV8-51-1*05,IG,IG,0.01
CYP2C9*82,IGKV2-30*02,CYP,IG,0.01
HLA-W*02,IGHD3-9*01,HLA,IG,0.01
CYP2A6*48,IGHV3-48*03,CYP,IG,0.01
IGKV1-16*02,IGKV3-7*05,IG,IG,0.01
HLA-B*13,TRBV2*01,HLA,TCR,0.01
CYP2D6*132,IGKV3-20*01,CYP,IG,0.01
CYP2D6*132,IGLV6-57*02,CYP,IG,0.01
CYP2D6*132,IGLV1-41*02,CYP,IG,0.01
CYP3A5*3,SLCO1B1*37,CYP,CYP,0.01
CYP2B6*43,TRBV17*01,CYP,TCR,0.01
IGKV1-13*02,IGLV5-37*02,IG,IG,0.01
CYP2B6*6,IGKV1-6*02,CYP,IG,0.01
KIR2DL4*042,TRBV5-5*01,KIR,TCR,0.01
KIR2DL4*049,IGHV1-69*10,KIR,IG,0.01
KIR3DL1*002,IGKV1D-8*01,KIR,IG,0.01
KIR3DP1*009,IGKV3-15*01,KIR,IG,0.01
KIR3DL3*008,IGHV3-19*01,KIR,IG,0.01
KIR3DL2*002,IGHV1-69*10,KIR,IG,0.01
KIR2DP1*025,IGKV1-8*01,KIR,IG,0.01
KIR2DP1*025,IGHV4-4*12,KIR,IG,0.01
KIR3DL2*002,IGHJ4*03,KIR,IG,0.01
KIR3DL2*137,IGHV1-2*05,KIR,IG,0.01
KIR3DL2*002,IGLV3-27*01,KIR,IG,0.01
KIR3DS1*078,IGHJ5*02,KIR,IG,0.01
KIR3DS1*078,IGHJ4*02,KIR,IG,0.01
KIR3DS1*078,IGLV1-44*01,KIR,IG,0.01
KIR3DS1*078,TRAV20*02,KIR,TCR,0.01
KIR3DL2*023,CYP2A6*28,KIR,CYP,0.01
KIR3DL2*023,IGHV3-7*01,KIR,IG,0.01
KIR3DL2*126,IGKV1D-13*02,KIR,IG,0.01
KIR3DL2*126,IGKV1D-13*01,KIR,IG,0.01
KIR3DL2*023,IGHD1-14*01,KIR,IG,0.01
KIR3DL2*023,IGHD6-13*01,KIR,IG,0.01
KIR3DL2*023,IGHD5-12*01,KIR,IG,0.01
KIR3DL2*023,IGHV1-45*03,KIR,IG,0.01
CYP2B6*17,IGLV3-10*01,CYP,IG,0.01
KIR2DL4*005,TRBJ1-3*01,KIR,TCR,0.01
KIR2DL2*003,IGKV2-28*01,KIR,IG,0.01
CYP4F2*4,IGKV1-6*02,CYP,IG,0.01
IGKV1-9*01,TRGV9*01,IG,TCR,0.01
IGKV1-8*01,IGHD6-25*01,IG,IG,0.01
KIR2DL5B*002,IGHV8-51-1*02,KIR,IG,0.01
CYP3A4*10,IGLV1-41*02,CYP,IG,0.01
KIR3DL1*015,IGKV4-1*01,KIR,IG,0.01
KIR2DS4*001,IGHV3-43*02,KIR,IG,0.01
KIR3DL1*015,IGKV2-29*01,KIR,IG,0.01
KIR3DL1*015,IGHV4-4*01,KIR,IG,0.01
KIR3DL1*059,IGLV5-45*04,KIR,IG,0.01
IGKV1-8*01,IGHV3-63*03,IG,IG,0.01
KIR3DL1*059,TRBJ2-7*01,KIR,TCR,0.01
KIR2DS4*001,IGHV3-43*01,KIR,IG,0.01
KIR2DS4*001,KIR2DL4*042,KIR,KIR,0.01
KIR2DP1*009,IGKV3D-7*01,KIR,IG,0.01
KIR3DL1*062,IGHD6-25*01,KIR,IG,0.01
KIR2DP1*009,TRAV12-2*01,KIR,TCR,0.01
KIR3DL2*009,KIR3DS1*055,KIR,KIR,0.01
KIR3DL2*009,IGLV6-57*02,KIR,IG,0.01
KIR3DL2*009,IGLV2-34*01,KIR,IG,0.01
KIR3DL2*009,TRBV15*01,KIR,TCR,0.01
KIR2DL1*004,TRAV8-3*01,KIR,TCR,0.01
IGKV1-9*01,TRDV3*01,IG,TCR,0.01
KIR3DL1*062,IGHV7-4-1*02,KIR,IG,0.01
KIR3DL1*062,IGHV5-10-1*03,KIR,IG,0.01
KIR3DL1*062,IGKV3D-20*01,KIR,IG,0.01
KIR3DL1*062,IGHV3-53*04,KIR,IG,0.01
KIR2DL3*005,IGHV1-2*02,KIR,IG,0.01
KIR3DL2*126,IGKJ5*01,KIR,IG,0.01
IGKV1-12*02,IGLV7-46*02,IG,IG,0.01
CYP3A4*1,TRGV3*02,CYP,TCR,0.01
CYP2D6*4,IGLV11-55*02,CYP,IG,0.01
CYP2D6*4,TRAV8-7*02,CYP,TCR,0.01
CYP2D6*4,TRBV24-1*01,CYP,TCR,0.01
KIR2DP1*001,IGKV2D-28*01,KIR,IG,0.01
IGKV1-13*02,IGHD6-25*01,IG,IG,0.01
KIR2DP1*001,IGHV3-32*02,KIR,IG,0.01
CYP3A4*1,CYP2C19*2,CYP,CYP,0.01
CYP3A4*1,IGHD1-7*01,CYP,IG,0.01
CYP3A4*1,IGHD4-4*01,CYP,IG,0.01
CYP3A4*1,IGHD2-2*02,CYP,IG,0.01
CYP3A4*1,IGHD2-2*01,CYP,IG,0.01
CYP2A13*1,TRAV20*01,CYP,TCR,0.01
CYP2D6*4,IGHV1-2*06,CYP,IG,0.01
SLCO1B1*1,IGHV3-74*01,CYP,IG,0.01
CYP2A6*54,IGLJ5*01,CYP,IG,0.01
KIR2DP1*001,NAT2*1,KIR,CYP,0.01
CYP2C8*5,IGKV3-7*05,CYP,IG,0.01
CYP2A6*54,IGLV3-13*02,CYP,IG,0.01
CYP2C19*1,IGHD5-5*01,CYP,IG,0.01
CYP2C19*1,IGHD4-4*01,CYP,IG,0.01
CYP2C19*1,IGKV1-9*01,CYP,IG,0.01
CYP2C19*1,IGHV3-69-1*01,CYP,IG,0.01
CYP2C19*1,TRAV8-3*01,CYP,TCR,0.01
CYP2B6*6,IGHV7-4-1*02,CYP,IG,0.01
IGKV1-13*02,IGKV1-37*01,IG,IG,0.01
KIR3DL2*008,IGKV1D-13*02,KIR,IG,0.01
KIR2DL5A*025,IGHV3-13*05,KIR,IG,0.01
KIR2DS4*004,IGKV2-24*02,KIR,IG,0.01
CYP2C8*1,IGHV4-31*13,CYP,IG,0.01
IGKV1-12*02,IGHV1-68*04,IG,IG,0.01
KIR3DS1*055,IGLV3-13*02,KIR,IG,0.01
KIR2DL3*006,IGKV2-4*01,KIR,IG,0.01
KIR2DL3*006,IGLV6-57*02,KIR,IG,0.01
CYP2C8*1,IGHV3-47*02,CYP,IG,0.01
KIR2DL4*006,TRBV17*02,KIR,TCR,0.01
KIR2DL4*006,TRBV17*01,KIR,TCR,0.01
KIR2DS4*004,CYP2A6*28,KIR,CYP,0.01
KIR2DS4*004,IGKV3-7*05,KIR,IG,0.01
KIR2DS4*004,IGKV1-9*03,KIR,IG,0.01
KIR2DS4*004,IGHV1-45*03,KIR,IG,0.01
KIR3DL2*008,IGKV3D-15*01,KIR,IG,0.01
KIR2DS4*004,TRBV17*02,KIR,TCR,0.01
KIR2DS4*004,TRBV17*01,KIR,TCR,0.01
KIR3DL1*007,CYP2C9*11,KIR,CYP,0.01
KIR3DL1*007,IGKV2-29*01,KIR,IG,0.01
IGKV1-12*02,TRBV11-3*04,IG,TCR,0.01
KIR3DL1*007,TRBV17*02,KIR,TCR,0.01
KIR3DL1*007,TRBV17*01,KIR,TCR,0.01
KIR3DL3*027,TRAV21*02,KIR,TCR,0.01
KIR3DL3*003,IGHV3-33*08,KIR,IG,0.01
KIR3DL3*003,IGLV2-34*01,KIR,IG,0.01
KIR2DP1*001,IGHV8-51-1*02,KIR,IG,0.01
HLA-DPA1*02,IGHV3-13*01,HLA,IG,0.01
HLA-DPA1*02,IGKV2D-24*01,HLA,IG,0.01
HLA-DPA1*02,IGHV3-32*02,HLA,IG,0.01
KIR2DL3*006,IGKV5-2*02,KIR,IG,0.01
IGHV3-23*01,IGLV1-41*02,IG,IG,0.01
IGLV4-3*01,TRBV9*01,IG,TCR,0.01
IGLV3-1*01,IGHV1-69*14,IG,IG,0.01
IGLV3-1*01,IGKV2-30*02,IG,IG,0.01
IGHV3-23*01,IGKV1D-12*02,IG,IG,0.01
KIR2DS4*004,IGHV4-28*02,KIR,IG,0.01
IGLJ2*01,IGHV3-64*07,IG,IG,0.01
